Facility Name,Sample Point Type,PWS ID,PWS Name,Facility Water Type,Latitude,Longitude,EPA Region,State Territory or Tribe,Population Served,6:2 FTS,8:2 FTS,ADONA,HFPO-DA,NEtFOSAA,PFBA,PFBS,PFDA,PFDoA,PFHpA,PFHxA,PFHxS,PFMPA,PFNA,PFOA,PFOS,PFPeA,PFPeS,PFUnA,Grand Total
WARREN COMM W AND S ASSN 2,EP,OH8402703,WARREN COMM W AND S ASSN 2,GW-Groundwater,39.388101,-81.539588,05, OH,"7,215",,,,,,,6.2,,,,,,,,20,,,,,26.2
Warren County Connection,EP,NC0442028,"LITTLETON, TOWN OF",SW-Surface Water,36.432079,-77.910031,04, NC,"1,540",,,,,,,,,,,,,,,4,6.5,,,,10.5
Washington Pike P.S.D,EP,WV3300515,WASHINGTON PIKE PSD,GW-Groundwater,40.24661,-80.539211,03, WV,"3,571",,,,,,,5.6,,,,,5.1,,,,,,,,10.7
Washington Street TF,EP,MA4219000,NORWELL WATER DEPARTMENT,GW-Groundwater,42.164101,-70.862327,01, MA,"11,495",,,,,,,3.6,,,4.7,8.4,,,,8.9,6.2,10,,,41.8
WASHINGTON TWP MUA-SCHOO,EP,NJ1438004,WASHINGTON TWP MUA-SCHOO,GW-Groundwater,40.803821,-74.801527,02, NJ,"4,866",,,,,,5.5,,,,,3.5,,,,14.8,13.7,3.2,,,40.7
Wastewater Treatment of Burton,EP,TX2390002,CITY OF BURTON,GW-Groundwater,30.18123,-96.599893,06, TX,315,,,,,,24,,,,,,,,,,,,,,24
Wastewater Treatment Plant,EP,WA5305800,BENTON CITY WATER,GW-Groundwater,46.264339,-119.482539,10, WA,"5,305",,,,,,,4.5,,,,5.5,14.3,,,,8.7,5.3,4.9,,43.2
Watagua PS,EP,TX2200063,CITY OF NORTH RICHLAND HILLS,SW-Surface Water,32.860301,-97.21829,06, TX,"71,600",,,,,,5.4,,,,,,,,,,,,,,5.4
Water Authority Connection,EP,NY2701045,HILTON VILLAGE,SW-Surface Water,43.290094,-77.792238,02, NY,"5,856",,,,,,7.9,,,,,,,,,,,3.4,,,11.3
Water Plant,EP,PA1150077,PHOENIXVILLE WATER DEPT,SW-Surface Water,40.1331,-75.520932,03, PA,"16,599",,,,,,33.9,9.8,,,3.1,9,,,,5.9,5.1,10.2,,,77
Water Plant,,PA5040009,BEAVER BORO MUNI AUTH,GW-Groundwater,40.694637,-80.30824,03, PA,"5,799",,,,,,5.6,14.9,,,3.4,9.3,26.2,,,6.4,4.6,9.4,,,79.8
Water Plant,,PA7210002,CARLISLE WATER TRMT PLT,SW-Surface Water,40.199655,-77.202821,03, PA,"30,314",,,,,,,7.2,,,,5.1,,,,5,7.7,3.9,,,28.9
Water Plant,,TN0000611,SAVANNAH UTILITY DEPT,GW-Groundwater,35.219647,-88.159162,04, TN,"19,495",,,,,,6.3,4.1,,,,,,,,,15.8,,,,26.2
Water Plant,,TN0000820,FORT CAMPBELL WATER SYSTEM,GU-Groundwater Under Influence of Surface Water,36.631349,-87.466139,04, TN,"43,270",,,,,,,3.6,,,,6.8,33.6,,,5.7,26.3,5.5,,,81.5
Water Plant,,TX1080009,CITY OF PHARR,SW-Surface Water,26.168836,-98.190485,06, TX,"77,320",,,,,,11.2,,,,,,,,,,,,,,11.2
Water Plant,,TX1140001,CITY OF BIG SPRING,SW-Surface Water,32.238729,-101.480164,06, TX,"27,282",,,,,,11.2,,,,,,,,,,,,,,11.2
Water Plant 1 - 15223 West Little York,EP,TX1010503,HARRIS COUNTY MUD 102,"MX-Any combination of GW, SW, and GU",29.863565,-95.627444,06, TX,"10,212",,,,,,,4.2,,,,8.4,3.5,,,,,8.3,,,24.4
Water Plant 2 - 15300 Falmouth,EP,TX1010503,HARRIS COUNTY MUD 102,"MX-Any combination of GW, SW, and GU",29.863565,-95.627444,06, TX,"10,212",,,,,,,4.6,,,,9.2,3.6,,,,,8.5,,,25.9
Water Pump House,EP,MD1100052,NEW LIFE CHRISTIAN SCHOOL,GW-Groundwater,39.367031,-77.473482,03, MD,200,,,,,,10.8,14.3,,,9.2,15.4,,,,10.1,15.3,24,,,99.1
Water TP,EP,AL0000314,COLBERT COUNTY RURAL WATER SYSTEM,SW-Surface Water,34.737634,-87.841874,04, AL,"13,395",,,,,,9.8,5.6,,,3.9,5.3,3.4,,,17.5,27.9,3,,,76.4
Water TP,,AL0000577,GADSDEN WATER WORKS AND SEWER BOARD,SW-Surface Water,34.011878,-85.999344,04, AL,"44,637",,,,,,19.1,155.4,,,11.5,34.9,4.2,,,32,32.4,56.5,,,346
Water TP,,FL3350745,"LEESBURG, CITY OF",GW-Groundwater,28.813413,-81.891812,04, FL,"44,629",,,,,,,,,,,,3.9,,,,4.8,,,,8.7
Water TP,,FL4060573,"HALLANDALE BEACH, CITY OF",GW-Groundwater,25.985419,-80.142341,04, FL,"40,000",18,,,,,5.8,5.3,,,3.1,14,5,,,7.4,27,8.7,,,94.3
Water TP,,FL4060976,"NORTH LAUDERDALE, CITY OF",GW-Groundwater,26.21385,-80.224594,04, FL,"35,709",,,,,,7.4,4.3,,,3.3,6.4,6.3,,,7.5,29,7.8,,,72
Water TP,,FL4061083,"PEMBROKE PINES, CITY OF",GW-Groundwater,26.013242,-80.342053,04, FL,"187,459",28,,,,,9.2,7.1,,,6.7,13.4,6.1,,,10.2,23.3,17.7,,,121.7
Water TP,,FL4061129,"POMPANO BEACH, CITY OF",GW-Groundwater,26.234109,-80.130155,04, FL,"84,000",62,,,,,19,4.5,,,9.6,25,5.3,,,6.6,20,24,,,176
Water TP,,FL4501559,WEST PALM BEACH WTP,SW-Surface Water,26.765648,-80.171771,04, FL,"102,000",,,,,,15.5,,,,,6.8,,,,,,8,,,30.3
Water TP,,FL4560490,FT. PIERCE UTILITIES AUTHORITY,GW-Groundwater,27.424068,-80.35418,04, FL,"58,000",,,,,,,7.6,,,,7.1,10.1,,,8.8,24,8,,,65.6
Water TP,,FL5110198,NAPLES WATER DEPT,GW-Groundwater,26.216271,-81.766645,04, FL,"72,000",,,,,,5.2,3.7,,,,,,,,4.2,11,5.1,,,29.2
Water TP,,OK1011501,ALTUS,SW-Surface Water,34.649107,-99.323286,06, OK,"18,717",,,,,,5.3,,,,,,3,,,,,,,,8.3
Water TP,,OK1020504,SHAWNEE MUNICIPAL AUTHORITY,SW-Surface Water,35.337755,-96.918282,06, OK,"29,990",,,,,,5.8,,,,,,,,,,,,,,5.8
Water TP,,OK1021202,PONCA CITY MUN WATER,SW-Surface Water,36.716858,-97.076504,06, OK,"27,155",,,,,,,4.5,,,,,5.8,,,,6.6,,,,16.9
Water TP,,OK1021220,STILLWATER WATER PLANT,SW-Surface Water,36.132751,-97.071132,06, OK,"53,000",,,,,,,,,,,,3.4,,,,4.7,,,,8.1
Water TP,,OK1021401,BARTLESVILLE,SW-Surface Water,36.737044,-95.921988,06, OK,"34,748",,,,,,,,,,,,,,,,,7.3,,,7.3
Water TP,,OK1021508,BROKEN ARROW MUNICIPAL AUTHORITY,SW-Surface Water,36.038177,-95.785294,06, OK,"116,330",,,,,,,4.5,,,,6.9,15.2,,,,51.3,6.5,,,84.4
Water TP,,OK1021701,TAHLEQUAH PWA,SW-Surface Water,35.915793,-94.948655,06, OK,"14,458",,,,,,,3.7,,,,,,,,,,,,,3.7
Water TP,,OK2005519,BETHANY,GU-Groundwater Under Influence of Surface Water,35.540738,-97.661595,06, OK,"20,307",,,,,,,,,,,,6.6,,,4.2,4.3,,,,15.1
Water TP,,TX0030004,CITY OF LUFKIN,GW-Groundwater,31.287325,-94.733618,06, TX,"50,461",,,,,,8.4,,,,,,,,,,,,,,8.4
Water TP,,TX1250001,CITY OF ALICE,SW-Surface Water,27.757112,-98.060481,06, TX,"17,891",,,,,,9.5,,,,,,,,,,,,,,9.5
Water TP,,TX1840005,CITY OF WEATHERFORD,SW-Surface Water,32.747328,-97.783782,06, TX,"27,900",,,,,,,,,,,,,,,,,4,,,4
Water TP,,TX2270235,WEST TRAVIS COUNTY PUBLIC UTILITY AGENCY,SW-Surface Water,30.191896,-97.959449,06, TX,"21,600",,,,,,6.5,,,,,,,,,,,,,,6.5
Water Treatment Plant,EP,FL4060845,CITY OF MARGATE,GW-Groundwater,26.24475,-80.20743,04, FL,"62,254",,,,,,6.3,4.8,,,,5.1,4.7,,,5.4,22.2,7.4,,,55.9
Water Treatment Plant,,IL0950200,GALESBURG,GW-Groundwater,40.952357,-90.370249,05, IL,"31,745",,,,,,54,3.5,,,,,,,,8,,11,,,76.5
Water Treatment Plant,,OH0700114,BELLAIRE PUBLIC WATER SYSTEM,"MX-Any combination of GW, SW, and GU",40.015208,-80.757362,05, OH,"4,278",,,,,,,3.8,,,,,,,,,,,,,3.8
Water Treatment Plant,,TN0000667,SPRING HILL WATER DEPT,SW-Surface Water,35.743989,-86.916762,04, TN,"60,893",,,,,,,9.4,,,3.2,5.4,,,,6.1,,5.9,,,30
Water Treatment Plant,,TX0610004,CITY OF LEWISVILLE,SW-Surface Water,33.045449,-96.975193,06, TX,"132,620",,,,,,6.1,,,,,4,,,,,,3.9,,,14
Water Treatment Plant,,TX2260001,CITY OF SAN ANGELO,"MX-Any combination of GW, SW, and GU",31.438511,-100.457526,06, TX,"101,004",,,,,,8.1,6.8,,,,,8,,,,,,,,22.9
Water Treatment Plant #3,EP,AL0000899,US ARMY GARRISON-REDSTONE ARSENAL,SW-Surface Water,34.53455,-86.612683,04, AL,"38,700",,,,,,9.1,3.3,,,,,,,,,,,,,12.4
Water Treatment Plant #3,,FL3640286,"DELAND, CITY OF",GW-Groundwater,29.054246,-81.300236,04, FL,"50,910",,,,,,,3.3,,,,,4.2,,,,4.1,,,,11.6
Water Treatment Plant 2,EP,TX0310005,LAGUNA MADRE WATER DISTRICT,SW-Surface Water,26.115119,-97.3144,06, TX,"19,908",,,,,,6.7,,,,,,,,,,,,,,6.7
Water Treatment Plant No. 1,EP,FL6424619,"ON TOP OF THE WORLD COMMUNITIES, LLC",GW-Groundwater,29.083925,-82.274104,04, FL,"12,901",,,,,,,5.8,,,,,,,,,4.8,3.3,,,13.9
Water Treatment Plant No. 3,EP,FL6424619,"ON TOP OF THE WORLD COMMUNITIES, LLC",GW-Groundwater,29.083925,-82.274104,04, FL,"12,901",,,,,,,4.5,,,,,,,,,,,,,4.5
Waterford Water and sewer assn,EP,OH8401112,WATERFORD WATER/SEWER ASSOCIATION,GW-Groundwater,39.540444,-81.642827,05, OH,770,,,,,,,6.1,,,,,,,,,,,,,6.1
WATERVILLE CITY,EP,OH4801503,WATERVILLE CITY,SW-Surface Water,41.503754,-83.731304,05, OH,"5,715",,,,,,,,,,,,,,,,,3.2,,,3.2
Waterville Springs,EP,TN0000117,CLEVELAND UTILITIES,GU-Groundwater Under Influence of Surface Water,35.185664,-84.887821,04, TN,"87,960",,,,,,,24.9,,,,,,,,,,,,,24.9
WATERWORKS,EP,PA3390044,CATASAUQUA MUN WATER WORKS,GW-Groundwater,40.652921,-75.464242,03, PA,"6,598",,,,,,,3.1,,,,,4.2,,,,,,,,7.3
WAVERLY VILLAGE,EP,NY5304410,WAVERLY VILLAGE,GW-Groundwater,42.006446,-76.537343,02, NY,"4,830",,,,,,,,,,,13.2,,,,4,,17.7,,,34.9
WAVERLY WATER DEPARTMENT,EP,IA0990085,WAVERLY WATER DEPARTMENT,GW-Groundwater,42.721379,-92.467389,07, IA,"10,394",,,,,,,4.7,,,,,3,,,,,,,,7.7
Waxahachie Water Intertie,EP,TX0700033,ROCKETT SUD,SW-Surface Water,32.487372,-96.721152,06, TX,"40,797",,,,,,7.9,,,,,5.8,,,,,,7.4,,,21.1
WBWA INTERCONNECT,EP,PA3060076,WERNERSVILLE MUNI WATER AUTH,SW-Surface Water,40.329611,-76.084037,03, PA,"7,654",,,,,,,3.8,,,,3.3,,,,4,,3.8,,,14.9
WEBB COUNTY WATER UTILITIES,EP,TX2400022,WEBB COUNTY WATER UTILITIES,SW-Surface Water,27.342777,-99.428752,06, TX,"8,358",,,,,,5.1,,,,,,,,,,,3.4,,,8.5
Weber Basin Orchard Well,EP,UTAH06021,Woods Cross City Water,GW-Groundwater,40.873477,-111.915675,08, UT,"11,500",,,,,,,3.6,,,,,,,,,,,,,3.6
Weehawken Interconnection- Hoboken/JC,EP,NJ0238001,SUEZ WATER NEW JERSEY HACKENSACK,SW-Surface Water,40.906802,-74.018495,02, NJ,"792,713",,,,,,,,,,,3.4,4.2,,,8.6,8.1,3.9,,,28.2
WEIRTON AREA WATER BOARD,EP,WV3300516,WEIRTON AREA WATER BOARD,SW-Surface Water,40.389209,-80.60313,03, WV,"18,633",,,,,,,3.2,,,,3.1,6.3,,,4.1,7.8,3.3,,,27.8
Well,EP,AZ0413087,CHINO VALLEY HIGH SCHOOL,GW-Groundwater,34.774740168825,-112.40787920488,09, AZ,960,,,,,,,,,,,,,,,,,3,,,3
WELL #1,EP,IN2201093,LIPPERT COMPONENTS (PLANT #30),GW-Groundwater,41.558787,-85.87665,05, IN,200,,,,,,6.5,,,,,,,,,,,,,,6.5
WELL #1,,RI1615623,SOUTH KINGSTOWN-SOUTH SHORE,GW-Groundwater,41.382204,-71.570064,01, RI,"6,170",,,,,,,,,,5.5,8.1,,,,6.1,,11.4,,,31.1
Well #1 Entry Point,EP,MN1620011,North Saint Paul,GW-Groundwater,45.009268,-93.001261,05, MN,"12,683",,,,,,64.3,,,,,,,,,,,,,,64.3
Well #1 Entry Point,,MN1820014,Newport,GW-Groundwater,44.870904,-92.996956,05, MN,"3,890",,,,,,230,,,,,,,,,,,7.9,,,237.9
Well #1 Entry Point,,MN1820020,Oak Park Heights,GW-Groundwater,45.032514,-92.812931,05, MN,"4,849",,,,,,130,,,,,,,,,,,4.3,,,134.3
Well #1 Treatment,EP,NC3041076,SOUTHERN MIDDLE SCHOOL,GW-Groundwater,-,-,04, NC,-,,,,,,,,,,,,,,,4.2,,3.3,,,7.5
Well #1 Treatment,,PA1150166,PA AMERICAN ROYERSFORD,GW-Groundwater,40.189391,-75.525152,03, PA,"48,253",,,,,,5.2,7,,,3,4.3,,,,7.9,5.8,4.8,,,38
Well #10 Entry Point,EP,MN1820025,Woodbury,GW-Groundwater,44.918612,-92.942107,05, MN,"75,599",,,,,,365,3,,,,3.6,3,,,5.8,,10.1,,,390.5
Well #10 Treatment,EP,PA1090046,PERKASIE REGIONAL AUTHORITY,GW-Groundwater,40.379643,-75.290124,03, PA,"15,000",,,,,,,4.9,,,,,,,,6.3,6.7,,,,17.9
Well #11,EP,PA7360113,EAST COCALICO TOWNSHIP,GW-Groundwater,40.21674,-76.108505,03, PA,"6,735",,,,,,,,,,,,,,,,4,,,,4
Well #11 (Shana Park),EP,WA5363450,OLYMPIA CITY OF,GW-Groundwater,47.041429,-122.896749,10, WA,"74,818",,,,,,,4.3,,,,4,,,,4.3,5.8,3.3,,,21.7
Well #12 Entry Point,EP,MN1190019,Rosemount,GW-Groundwater,44.743468,-93.129029,05, MN,"22,445",,,,,,13,,,,,,,,,,,,,,13
Well #13 Wellhouse,EP,PA3060038,MUHLENBERG TWP MUNI AUTH,GW-Groundwater,40.393634,-75.924874,03, PA,"21,000",,,,,,6.2,5.2,,,5.2,12.4,,,,8.4,5.5,14.4,,,57.3
Well #14,EP,PA1090005,AQUA PA CHALFONT,GW-Groundwater,40.287592,-75.208027,03, PA,"5,900",,,,,,,5.3,,,,3.7,,,,7.4,6.6,4,,,27
Well #14 Entry Point,EP,MN1190019,Rosemount,GW-Groundwater,44.743468,-93.129029,05, MN,"22,445",,,,,,11.9,,,,,,,,,,,,,,11.9
Well #15 Entry Point,EP,MN1190019,Rosemount,GW-Groundwater,44.743468,-93.129029,05, MN,"22,445",,,,,,53.5,,,,,,,,,,,,,,53.5
Well #15 Wellhouse,EP,PA3060038,MUHLENBERG TWP MUNI AUTH,GW-Groundwater,40.393634,-75.924874,03, PA,"21,000",,,,,,,3.9,,,,,,,,,,,,,3.9
Well #16,EP,NY2902856,WESTBURY WD,GW-Groundwater,40.760653,-73.574876,02, NY,"20,500",,,,,,,,,,,,,,,7.6,,,,,7.6
Well #16 Entry Point,EP,MN1270011,Edina,GW-Groundwater,44.892388,-93.359174,05, MN,"53,494",,,,,,19.9,,,,,,,,,,,,,,19.9
Well #16-1 WTP,EP,MI0006910,WATERFORD TOWNSHIP,GW-Groundwater,42.659036,-83.389788,05, MI,"73,441",,,,,,,,,,,,6.5,,,,,,,,6.5
Well #18 Entry Point,EP,MN1270011,Edina,GW-Groundwater,44.892388,-93.359174,05, MN,"53,494",,,,,,18.5,,,,,,,,,,,,,,18.5
Well #18A Treatment,EP,PA3060069,PAW PENN DISTRICT,GW-Groundwater,40.326616,-76.012988,03, PA,"28,508",,,,,,,4.4,,,,4.9,,,,4.3,5.2,7.2,,,26
Well #19 Entry Point,EP,MN1270011,Edina,GW-Groundwater,44.892388,-93.359174,05, MN,"53,494",,,,,,9.8,,,,,,,,,,,,,,9.8
Well #19 Entry Point,,MN1820025,Woodbury,GW-Groundwater,44.918612,-92.942107,05, MN,"75,599",,,,,,220,4.8,,,,5.9,,,,11.8,,13.5,,,256
Well #19 Treatment,EP,PA3060069,PAW PENN DISTRICT,GW-Groundwater,40.326616,-76.012988,03, PA,"28,508",,,,,,8.8,4.7,,,7.6,17.4,8.4,,,6.5,14.4,25.7,,,93.5
Well #2,EP,CA3110004,CITY OF LINCOLN,GW-Groundwater,38.87579,-121.293053,09, CA,"51,252",,,,,,,,,,,,8.4,,,,,,,,8.4
Well #2 (Roundup),EP,OR4100613,"PENDLETON, CITY OF",GW-Groundwater,45.667014,-118.794483,10, OR,"17,310",,,,,,,,,,,,4.8,,,,,,,,4.8
Well #2 Entry Point,EP,MN1020036,Centerville,GW-Groundwater,45.162753,-93.050263,05, MN,"4,275",,,,,,6.8,,,,,,,,,,,,,,6.8
Well #2 Entry Point,,MN1050004,Sauk Rapids,GW-Groundwater,45.591868,-94.156392,05, MN,"13,083",,,,,,14.6,9.1,,,3.6,7.4,17.7,,,8.1,12,6,,,78.5
Well #2 Entry Point,,MN1620011,North Saint Paul,GW-Groundwater,45.009268,-93.001261,05, MN,"12,683",,,,,,23.6,,,,,,,,,,,,,,23.6
Well #2 Entry Point,,MN1660010,"Northfield, MN",GW-Groundwater,44.443189,-93.165624,05, MN,"20,515",,,,,,8.5,,,,,,,,,,,,,,8.5
Well #2 Entry Point,,MN1710008,Becker,GW-Groundwater,45.399249,-93.872652,05, MN,"4,720",,,,,,14,3.7,,,,,,,,,,,,,17.7
Well #2 Entry Point,,MN1820007,Hugo,GW-Groundwater,45.152755,-93.004859,05, MN,"12,047",,,,,,18.7,,,,,,,,,,,,,,18.7
Well #2 Entry Point,,MN1820009,Lake Elmo,GW-Groundwater,44.963354,-92.87336,05, MN,"8,122",,,,,,98,,,,,,,,,12,,,,,110
Well #2 Entry Point,,MN1820014,Newport,GW-Groundwater,44.870904,-92.996956,05, MN,"3,890",,,,,,550,,,,,7.6,,,,6.9,,24,,,588.5
Well #2 Entry Point,,MN1820020,Oak Park Heights,GW-Groundwater,45.032514,-92.812931,05, MN,"4,849",,,,,,120,4.8,,,,4.4,7.4,,,,,4.8,,,141.4
Well #2 Entry Point,,MN1820025,Woodbury,GW-Groundwater,44.918612,-92.942107,05, MN,"75,599",,,,,,364,6.7,,,,7.2,17,,,8.2,,16.1,,,419.2
Well #20 (Balsam Well),EP,OR4100443,KLAMATH FALLS WATER DEPT,GW-Groundwater,42.196713,-121.723299,10, OR,"40,475",,,,,,,4.3,,,,,5.8,,,,9.5,,,,19.6
Well #20 Entry Point,EP,MN1270011,Edina,GW-Groundwater,44.892388,-93.359174,05, MN,"53,494",,,,,,9.9,,,,,,,,,,,,,,9.9
Well #21 Treatment,EP,PA1460033,HORSHAM WATER&SEWER AUTHORITY,GW-Groundwater,40.210394,-75.197378,03, PA,"25,000",,,,,,,,,,,,,,,,,3.5,,,3.5
Well #26,EP,NC0326127,BROOKWOOD COMM WTR SYSTEM,GW-Groundwater,34.917883,-78.926672,04, NC,"15,665",,,,,,,63.3,,,4.8,8.1,10.7,,,14.9,21.9,9.1,,,132.8
Well #27 Entry Point,EP,MN1550010,"Rochester, MN",GW-Groundwater,44.027037,-92.482813,05, MN,"121,395",,,,,,,,,,,,3,,,,,,,,3
Well #3,EP,CA1910084,MAYWOOD MUTUAL WATER CO. #1,GW-Groundwater,33.985142,-118.193246,09, CA,"5,500",,,,,,,,,,,,,,,,4.2,,,,4.2
Well #3,,FL1570042,BAGDAD-GARCON POINT WATER SYSTEM,GW-Groundwater,30.588695,-87.03286,04, FL,"9,867",,,,,,,3.5,,,,,,,,,5.3,,,,8.8
Well #3,,WA5354950,MILTON CITY OF,GW-Groundwater,47.247455,-122.312972,10, WA,"8,078",,,,,,,3.7,,,,5,,,,,,6.6,,,15.3
Well #3 Entry Point,EP,MN1020023,Lino Lakes,GW-Groundwater,45.181035,-93.120709,05, MN,"17,360",,,,,,14.2,,,,,,,,,,,,,,14.2
Well #3 Entry Point,,MN1050004,Sauk Rapids,GW-Groundwater,45.591868,-94.156392,05, MN,"13,083",,,,,,8,5.6,,,,4.7,30.3,,,5.3,4.9,,,,58.8
Well #3 Entry Point,,MN1270011,Edina,GW-Groundwater,44.892388,-93.359174,05, MN,"53,494",,,,,,16.7,,,,,,,,,,,,,,16.7
Well #3 Entry Point,,MN1620011,North Saint Paul,GW-Groundwater,45.009268,-93.001261,05, MN,"12,683",,,,,,25,,,,,,,,,,,,,,25
Well #3 Entry Point,,MN1710002,Big Lake,GW-Groundwater,45.339363,-93.74182,05, MN,"11,686",,,,,,15.5,,,,,,,,,,,,,,15.5
Well #3 Entry Point,,MN1710008,Becker,GW-Groundwater,45.399249,-93.872652,05, MN,"4,720",,,,,,14,4.7,,,,,,,,,,,,,18.7
Well #3 Entry Point,,MN1820007,Hugo,GW-Groundwater,45.152755,-93.004859,05, MN,"12,047",,,,,,14.4,,,,,,,,,,,,,,14.4
Well #3 Entry Point - Dahl Park,EP,MN1130003,Chisago City,GW-Groundwater,45.353885,-92.884815,05, MN,"3,563",,,,,,7.9,,,,,,,,,,,,,,7.9
Well #3 Treatment,EP,PA1150166,PA AMERICAN ROYERSFORD,GW-Groundwater,40.189391,-75.525152,03, PA,"48,253",,,,,,,5.3,,,3.4,5.7,5,,,9.1,10.7,6.2,,,45.4
WELL #3A,EP,PA7360113,EAST COCALICO TOWNSHIP,GW-Groundwater,40.21674,-76.108505,03, PA,"6,735",,,,,,,3.7,,,,,,,,,,,,,3.7
Well #4 Entry Point,EP,MN1620011,North Saint Paul,GW-Groundwater,45.009268,-93.001261,05, MN,"12,683",,,,,,15.9,,,,,,,,,,,,,,15.9
Well #4 Entry Point,,MN1710008,Becker,GW-Groundwater,45.399249,-93.872652,05, MN,"4,720",,,,,,15,5.4,,,,,,,,,,,,,20.4
Well #4 Entry Point,,MN1820007,Hugo,GW-Groundwater,45.152755,-93.004859,05, MN,"12,047",,,,,,18.2,,,,,,,,,,,,,,18.2
Well #4 Entry Point,,MN1820009,Lake Elmo,GW-Groundwater,44.963354,-92.87336,05, MN,"8,122",,,,,,100,,,,,,,,,,,3,,,103
Well #4 Entry Point,,MN1820013,Mahtomedi,GW-Groundwater,45.043779,-92.974711,05, MN,"8,134",,,,,,20,,,,,,,,,,,,,,20
Well #4 Pump House,EP,PA3390032,EMMAUS BOROUGH PUBLIC WATER,GW-Groundwater,40.534755,-75.498223,03, PA,"14,000",,,,,,,,,,4.9,4.8,3.4,,7.4,6,4.3,7,,,37.8
Well #4 Treatment,EP,CA1910084,MAYWOOD MUTUAL WATER CO. #1,GW-Groundwater,33.985142,-118.193246,09, CA,"5,500",,,,,,,,,,,,,,,,10.6,,,,10.6
Well #4 Treatment,,PA7360124,ELIZABETHTOWN AREA WATER,GW-Groundwater,40.150155,-76.585346,03, PA,"19,000",,,,,,,,,,,,,,,,4.2,,,,4.2
Well #4 Treatment Plant,EP,ID4010066,GARDEN CITY WATER AND SEWER SYSTEM,GW-Groundwater,43.652916,-116.274279,10, ID,"12,500",,,,,,,6.7,,,,6.5,25.4,,8.2,,28.2,4.8,4.4,,84.2
Well #5,EP,FL1170527,PEOPLES WATER SERVICE COMPANY,GW-Groundwater,30.38516,-87.297443,04, FL,"24,464",,,,,,,4.9,,,3.3,4.1,11,,,11,31,3.7,,,69
Well #5,,PA7360099,NEW HOLLAND BOROUGH,GW-Groundwater,40.101494,-76.084881,03, PA,"5,500",,,,,,,3,,,,,,,,,,,,,3
Well #5,,WA5366200,PARKLAND LIGHT & WATER COMPANY,GW-Groundwater,47.138977,-122.437425,10, WA,"29,539",,,,,,,6.9,,,,3.6,4.7,,,6.1,13.7,5.5,,,40.5
Well #5 Entry Point,EP,MN1020023,Lino Lakes,GW-Groundwater,45.181035,-93.120709,05, MN,"17,360",,,,,,9.9,,,,,,,,,,,,,,9.9
Well #5 Entry Point,,MN1270011,Edina,GW-Groundwater,44.892388,-93.359174,05, MN,"53,494",,,,,,25.3,,,,,,,,,,,,,,25.3
Well #5 Entry Point,,MN1620011,North Saint Paul,GW-Groundwater,45.009268,-93.001261,05, MN,"12,683",,,,,,36.5,,,,,,,,,,4.2,,,,40.7
Well #5 Entry Point,,MN1820007,Hugo,GW-Groundwater,45.152755,-93.004859,05, MN,"12,047",,,,,,9.2,,,,,,,,,,,,,,9.2
Well #5 Entry Point,,MN1820009,Lake Elmo,GW-Groundwater,44.963354,-92.87336,05, MN,"8,122",,,,,,140,,,,,,,,,,,3.2,,,143.2
Well #5 Treatment,EP,PA7360124,ELIZABETHTOWN AREA WATER,GW-Groundwater,40.150155,-76.585346,03, PA,"19,000",,,,,,,5.6,,,,4.5,,,,,,4.5,,,14.6
Well #51 & 87,EP,NC0326127,BROOKWOOD COMM WTR SYSTEM,GW-Groundwater,34.917883,-78.926672,04, NC,"15,665",,,,,,,12.4,,,5.8,11.6,17.5,,,18.9,14.4,10.4,,,91
Well #6 Entry Point,EP,MN1020017,Coon Rapids,GW-Groundwater,45.175223,-93.309701,05, MN,"64,000",,,,,,37.3,,,,,,,,,,,,,,37.3
Well #6 Entry Point,,MN1020023,Lino Lakes,GW-Groundwater,45.181035,-93.120709,05, MN,"17,360",,,,,,44.8,,,,,,,,,,,,,,44.8
Well #6 Entry Point,,MN1710008,Becker,GW-Groundwater,45.399249,-93.872652,05, MN,"4,720",,,,,,20,9.6,,,,3.6,,,,4.3,4.6,4.9,,,47
Well #6 Entry Point,,MN1820013,Mahtomedi,GW-Groundwater,45.043779,-92.974711,05, MN,"8,134",,,,,,12,,,,,,,,,,,,,,12
Well #6 TP,EP,NY0301668,JOHNSON CITY WATER WORKS,GW-Groundwater,42.124458,-75.963131,02, NY,"16,578",,,,,,6.5,,,,,5.3,,,,,,9.9,,,21.7
Well #6 Treatment,EP,PA1090043,NEWTOWN ARTESIAN WATER CO,GW-Groundwater,40.234888,-74.937608,03, PA,"38,500",,,,,,,7,,,3.6,5.2,,,,10.6,5.8,5,,,37.2
Well #6 Treatment Plant,EP,ID4010066,GARDEN CITY WATER AND SEWER SYSTEM,GW-Groundwater,43.652916,-116.274279,10, ID,"12,500",,,,,,,,,,,,3.4,,,,,,,,3.4
Well #6 Wellhouse,EP,PA3060038,MUHLENBERG TWP MUNI AUTH,GW-Groundwater,40.393634,-75.924874,03, PA,"21,000",,,,,,,,,,,3,,,4.3,,5.7,4,,,17
Well #61,EP,NC0326127,BROOKWOOD COMM WTR SYSTEM,GW-Groundwater,34.917883,-78.926672,04, NC,"15,665",,,,,,,12.6,,,5.4,8.6,14.4,,,19.9,25.1,8.1,,,94.1
